employerJobCount,date,country,maskedEmployerName,employerAccountDateCreated,advtype,avgoverallcompanyrating,jobagedays,jobdatecreated,descriptionLengthChars,candStatusReviewedCount,supervisingJob,licenseRequiredJob,noEducationRequirementsJob,highSchoolEducationRequirementsJob,higherEducationRequirementsJob,applies,clicks,yearWeekOfYear,advDateCreatedDate,employeecount,normtitle,employerIndustry,normtitlecategory,admin1,city,jobHash
b'6',b'2017-09-11',b'US',b'Company1503238563305',b'20160127',b'none',b'0',b'67',b'20170706',b'658',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201737',b'2016-01-27',b'1-49',b'client coordinator',b'Automotive',b'admin',b'MA',b'Plymouth',b'Company15032385633056\n'
b'434',b'2017-07-19',b'US',b'Company816043786271',b'20160308',b'Staffing Agency',b'37',b'1',b'20170718',b'1076',b'4',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201729',b'2016-03-08',b'150-249',b'food truck manager',b'Manufacturing',b'food',b'AZ',b'Scottsdale',b'Company816043786271434\n'
b'8',b'2018-01-30',b'US',b'Company876173339774',b'20150916',b'Direct Employer',b'0',b'0',b'20180130',b'603',b'15',b'0',b'0',b'0',b'0',b'0',b'18',b'83',b'20185',b'2015-09-16',b'1-49',b'finance manager',b'Accounting/Consulting',b'accounting',b'VA',b'Rustburg',b'Company8761733397748\n'
b'4',b'2018-01-23',b'US',b'Company34359739791',b'20171212',b'none',b'0',b'40',b'20171214',b'1031',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'20184',b'2017-12-12',b'50-149',b'sheltered scheme manager',b'Manufacturing',b'service',b'IL',b'Peoria Heights',b'Company343597397914\n'
b'17',b'2018-01-13',b'US',b'Company1546188233711',b'20140611',b'none',b'0',b'11',b'20180102',b'1597',b'4',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'20182',b'2014-06-11',b'250-499',b'youth advocate',b'Health Care/Medical',b'service',b'TX',b'Austin',b'Company154618823371117\n'
b'33',b'2017-10-30',b'US',b'Company953482739904',b'20160803',b'none',b'0',b'74',b'20170817',b'574',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201744',b'2016-08-03',b'1000+',b'network analyst',b'Advertising/Marketing',b'techinfo',b'KS',b'Wichita',b'Company95348273990433\n'
b'49',b'2017-11-11',b'US',b'Company1632087574859',b'20160501',b'none',b'0',b'14',b'20171028',b'2117',b'0',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201745',b'2016-05-01',b'1-49',b'executive coach',b'Energy/Utilities',b'service',b'KY',b'Union',b'Company163208757485949\n'
b'7',b'2017-11-13',b'US',b'Company283467844404',b'20160215',b'none',b'0',b'67',b'20170907',b'3006',b'3',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201746',b'2016-02-15',b'1-49',b'runner',b'Technology/Information',b'food',b'MD',b'Baltimore',b'Company2834678444047\n'
b'5',b'2017-11-05',b'US',b'Company678604846939',b'20170323',b'Direct Employer',b'0',b'46',b'20170920',b'4350',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201744',b'2017-03-23',b'250-499',b'operations lead',b'Legal',b'management',b'MD',b'Baltimore',b'Company6786048469395\n'
b'363',b'2018-01-18',b'US',b'Company1700807049325',b'20140627',b'Staffing Agency',b'0',b'1',b'20180117',b'1294',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20183',b'2014-06-27',b'1-49',b'banquet server',b'Staffing Firm (General)',b'food',b'FL',b'Coral Springs',b'Company1700807049325363\n'
b'348',b'2017-09-23',b'US',b'Company1537598293637',b'20130304',b'Direct Employer',b'45',b'30',b'20170824',b'2850',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201738',b'2013-03-04',b'250-499',b'gymnastics instructor',b'Technology/Information',b'sports',b'NV',b'Las Vegas',b'Company1537598293637348\n'
b'29',b'2017-12-12',b'US',b'Company1348619731684',b'20170804',b'Direct Employer',b'0',b'28',b'20171114',b'4094',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201750',b'2017-08-04',b'1-49',b'therapist',b'Agriculture',b'therapy',b'CA',b'Hawthorne',b'Company134861973168429\n'
b'189',b'2017-10-09',b'US',b'Company1013612283217',b'20160317',b'Direct Employer',b'0',b'5',b'20171004',b'2027',b'3',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201741',b'2016-03-17',b'150-249',b'senior director',b'Food/Beverage Services',b'management',b'CA',b'Los Gatos',b'Company1013612283217189\n'
b'6',b'2017-10-14',b'US',b'Company824633726941',b'20170531',b'Direct Employer',b'0',b'52',b'20170823',b'3703',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201741',b'2017-05-31',b'1-49',b'loan consultant',b'Beauty/Wellness',b'sales',b'OH',b'Wright-Patterson AFB',b'Company8246337269416\n'
b'12',b'2017-09-23',b'US',b'Company609885362963',b'20140717',b'Direct Employer',b'0',b'2',b'20170921',b'1285',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201738',b'2014-07-17',b'1-49',b'configuration engineer',b'Financial Services/Banking',b'techsoftware',b'MT',b'Missoula',b'Company60988536296312\n'
b'33',b'2017-10-09',b'US',b'Company77309413048',b'20160907',b'none',b'50',b'26',b'20170913',b'918',b'2',b'0',b'0',b'0',b'0',b'0',b'11',b'55',b'201741',b'2016-09-07',b'50-149',b'certified medical assistant',b'Staffing Firm (General)',b'medtech',b'VA',b'Woodstock',b'Company7730941304833\n'
b'14',b'2017-09-23',b'US',b'Company420906795023',b'20150618',b'Direct Employer',b'39',b'5',b'20170918',b'1433',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201738',b'2015-06-18',b'1-49',b'claims assistant',b'Financial Services/Banking',b'insurance',b'NE',b'Papillion',b'Company42090679502314\n'
b'27',b'2017-07-06',b'US',b'Company1151051235678',b'20150507',b'Staffing Agency',b'0',b'13',b'20170623',b'1946',b'5',b'0',b'0',b'1',b'0',b'0',b'9',b'47',b'201727',b'2015-05-07',b'1-49',b'telemarketer',b'Staffing Firm (General)',b'sales',b'NY',b'Oswego',b'Company115105123567827\n'
b'2',b'2017-07-15',b'US',b'Company438086665648',b'20161028',b'none',b'30',b'92',b'20170414',b'93',b'1',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201728',b'2016-10-28',b'1-49',b'concrete finisher',b'Transportation/Logistics',b'construction',b'WI',b'Cambria',b'Company4380866656482\n'
b'1',b'2017-08-20',b'US',b'Company755914269785',b'20170803',b'none',b'0',b'17',b'20170803',b'1145',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201733',b'2017-08-03',b'150-249',b'clinical research coordinator',b'Food/Beverage Services',b'science',b'NY',b'New York',b'Company7559142697851\n'
b'7',b'2017-12-12',b'US',b'Company463856478589',b'20160803',b'Direct Employer',b'0',b'50',b'20171023',b'677',b'3',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201750',b'2016-08-03',b'250-499',b'customer engineer',b'Construction/Engineering',b'techhelp',b'MI',b'Ferndale',b'Company4638564785897\n'
b'37',b'2018-01-17',b'US',b'Company1503238554292',b'20170331',b'Direct Employer',b'38',b'1',b'20180116',b'2301',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20183',b'2017-03-31',b'1-49',b'portering manager',b'Automotive',b'management',b'OK',b'Tulsa',b'Company150323855429237\n'
b'72',b'2017-09-22',b'US',b'Company678604833179',b'20131021',b'Direct Employer',b'0',b'51',b'20170802',b'2768',b'8',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'201738',b'2013-10-21',b'500-749',b'senior electrical technician',b'Hospitality/Travel',b'install',b'IL',b'Chicago',b'Company67860483317972\n'
b'189',b'2017-10-29',b'US',b'Company68719477250',b'20160115',b'Direct Employer',b'0',b'3',b'20171026',b'3086',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201743',b'2016-01-15',b'1-49',b'nursing assistant',b'Construction/Engineering',b'mednurse',b'CA',b'San Diego',b'Company68719477250189\n'
b'99',b'2017-08-17',b'US',b'Company1589137900837',b'20160809',b'Direct Employer',b'0',b'15',b'20170802',b'1860',b'1',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201733',b'2016-08-09',b'1000+',b'senior associate attorney',b'Food/Beverage Services',b'legal',b'PA',b'King of Prussia',b'Company158913790083799\n'
b'8',b'2017-07-10',b'US',b'Company1090921693801',b'20170501',b'Direct Employer',b'0',b'3',b'20170707',b'780',b'5',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201728',b'2017-05-01',b'1-49',b'installer',b'Financial Services/Banking',b'install',b'NY',b'Seneca Falls',b'Company10909216938018\n'
b'13',b'2018-01-13',b'US',b'Company901943141438',b'20170316',b'Direct Employer',b'0',b'2',b'20180111',b'1999',b'3',b'0',b'0',b'0',b'0',b'0',b'11',b'55',b'20182',b'2017-03-16',b'1-49',b'health coach',b'Retail/Consumer Products',b'service',b'AL',b'Opelika',b'Company90194314143813\n'
b'23',b'2017-09-03',b'US',b'Company1640677508026',b'20140617',b'Direct Employer',b'0',b'42',b'20170723',b'1500',b'3',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201735',b'2014-06-17',b'1-49',b'concierge',b'Retail/Consumer Products',b'hospitality',b'CA',b'Los Angeles',b'Company164067750802623\n'
b'16',b'2017-11-22',b'US',b'Company841813595923',b'20141022',b'none',b'0',b'12',b'20171110',b'2380',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201747',b'2014-10-22',b'1-49',b'senior product engineer',b'Staffing Firm (General)',b'techsoftware',b'NY',b'New York',b'Company84181359592316\n'
b'4',b'2017-09-04',b'US',b'Company1563368095930',b'20150408',b'Direct Employer',b'0',b'41',b'20170725',b'976',b'4',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201736',b'2015-04-08',b'1-49',b'it engineer',b'Media/Newspaper',b'techsoftware',b'TX',b'Lubbock',b'Company15633680959304\n'
b'216',b'2017-09-23',b'US',b'Company1005022347538',b'20160208',b'Direct Employer',b'0',b'1',b'20170922',b'1438',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201738',b'2016-02-08',b'50-149',b'user experience designer',b'Other',b'techinfo',b'CA',b'Larkspur',b'Company1005022347538216\n'
b'51',b'2017-11-24',b'US',b'Company1357209677793',b'20170727',b'none',b'0',b'57',b'20170928',b'5376',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201747',b'2017-07-27',b'1000+',b'administrative technician',b'Construction/Engineering',b'admin',b'KS',b'Wichita',b'Company135720967779351\n'
b'1147',b'2018-01-06',b'US',b'Company206158430857',b'20160901',b'Staffing Agency',b'32',b'22',b'20171215',b'1676',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'20181',b'2016-09-01',b'1-49',b'clinical instructor',b'Insurance',b'education',b'RI',b'Bristol',b'Company2061584308571147\n'
b'13',b'2017-11-09',b'US',b'Company1194000919000',b'20170814',b'Direct Employer',b'38',b'16',b'20171024',b'1749',b'5',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'201745',b'2017-08-14',b'150-249',b'kitchen steward',b'Job Board (General)',b'food',b'VA',b'Martinsville',b'Company119400091900013\n'
b'2',b'2017-07-08',b'US',b'Company687194771551',b'20170323',b'Direct Employer',b'0',b'36',b'20170602',b'992',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201727',b'2017-03-23',b'500-749',b'automotive technician',b'Automotive',b'install',b'WV',b'Terra Alta',b'Company6871947715512\n'
b'996',b'2017-07-17',b'US',b'Company1365799600233',b'20130314',b'Direct Employer',b'27',b'18',b'20170629',b'2307',b'3',b'0',b'0',b'0',b'0',b'0',b'10',b'51',b'201729',b'2013-03-14',b'1-49',b'assistant operations manager',b'Hospitality/Travel',b'management',b'PA',b'Berlin',b'Company1365799600233996\n'
b'2',b'2017-12-16',b'US',b'Company266287993362',b'20171114',b'Direct Employer',b'0',b'4',b'20171212',b'1894',b'5',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201750',b'2017-11-14',b'50-149',b'sales coordinator',b'Real Estate',b'sales',b'CA',b'Jackson',b'Company2662879933622\n'
b'271',b'2017-12-24',b'US',b'Company1039382086025',b'20150514',b'Direct Employer',b'0',b'47',b'20171107',b'1987',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201751',b'2015-05-14',b'250-499',b'lead operator',b'Other',b'install',b'TN',b'Carthage',b'Company1039382086025271\n'
b'2',b'2017-10-04',b'US',b'Company1340029819157',b'20170906',b'none',b'0',b'5',b'20170929',b'662',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201740',b'2017-09-06',b'250-499',b'maintenance technician',b'Retail/Consumer Products',b'install',b'NC',b'Hickory',b'Company13400298191572\n'
b'375',b'2017-12-12',b'US',b'Company1357209666130',b'20140917',b'Direct Employer',b'30',b'4',b'20171208',b'1628',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201750',b'2014-09-17',b'500-749',b'dean of students',b'Transportation/Logistics',b'education',b'MD',b'Baltimore',b'Company1357209666130375\n'
b'23',b'2017-11-14',b'US',b'Company901943143082',b'20170727',b'Direct Employer',b'43',b'20',b'20171025',b'2009',b'3',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201746',b'2017-07-27',b'1000+',b'entry level summer intern',b'Other',b'uncategorized',b'IN',b'Portland',b'Company90194314308223\n'
b'24',b'2017-07-31',b'US',b'Company755914246709',b'20160721',b'Staffing Agency',b'0',b'20',b'20170711',b'613',b'5',b'0',b'0',b'1',b'0',b'0',b'6',b'35',b'201731',b'2016-07-21',b'250-499',b'account manager',b'Telecom',b'sales',b'CA',b'N Hollywood',b'Company75591424670924\n'
b'690',b'2017-12-11',b'US',b'Company884763263079',b'20140318',b'Direct Employer',b'33',b'6',b'20171205',b'1619',b'1',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201750',b'2014-03-18',b'1000+',b'junior associate',b'Insurance',b'legal',b'VA',b'Luray',b'Company884763263079690\n'
b'20',b'2017-10-21',b'US',b'Company1271310319831',b'20160810',b'none',b'36',b'8',b'20171013',b'247',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201742',b'2016-08-10',b'150-249',b'community assistant',b'Food/Beverage Services',b'admin',b'TN',b'Smyrna',b'Company127131031983120\n'
b'8',b'2017-11-10',b'US',b'Company1417339209322',b'20170928',b'Direct Employer',b'39',b'25',b'20171016',b'1545',b'3',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201745',b'2017-09-28',b'150-249',b'business development manager ii',b'Retail/Consumer Products',b'management',b'PA',b'Rector',b'Company14173392093228\n'
b'141',b'2017-10-22',b'US',b'Company1108101563247',b'20130607',b'Staffing Agency',b'0',b'85',b'20170729',b'1474',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201742',b'2013-06-07',b'150-249',b'dean of students',b'Staffing Firm (General)',b'education',b'CO',b'Aurora',b'Company1108101563247141\n'
b'17',b'2018-01-17',b'US',b'Company1039382103888',b'20161208',b'none',b'0',b'24',b'20171224',b'654',b'3',b'0',b'0',b'0',b'0',b'0',b'9',b'47',b'20183',b'2016-12-08',b'250-499',b'associate professor',b'Defense/Security',b'education',b'CA',b'Camarillo',b'Company103938210388817\n'
b'3',b'2017-08-19',b'US',b'Company1477468751621',b'20170713',b'Direct Employer',b'42',b'11',b'20170808',b'591',b'0',b'0',b'0',b'0',b'0',b'0',b'1',b'15',b'201733',b'2017-07-13',b'1000+',b'project engineer',b'Non-Profit/Association',b'project',b'WA',b'Enumclaw',b'Company14774687516213\n'
b'7',b'2017-12-21',b'US',b'Company592705490639',b'20150619',b'Direct Employer',b'0',b'39',b'20171112',b'244',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201751',b'2015-06-19',b'150-249',b'junior procurement specialist',b'Health Care/Medical',b'finance',b'FL',b'Jacksonville',b'Company5927054906397\n'
b'216',b'2017-08-21',b'US',b'Company163208758386',b'20160321',b'none',b'24',b'3',b'20170818',b'1641',b'28',b'0',b'0',b'0',b'0',b'0',b'32',b'139',b'201734',b'2016-03-21',b'250-499',b'general helper',b'Defense/Security',b'manufacturing',b'NJ',b'Vineland',b'Company163208758386216\n'
b'25',b'2017-11-20',b'US',b'Company944892810508',b'20131003',b'none',b'0',b'10',b'20171110',b'1263',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201747',b'2013-10-03',b'50-149',b'internet sales',b'Staffing Firm (General)',b'sales',b'MN',b'Paynesville',b'Company94489281050825\n'
b'19',b'2017-12-22',b'US',b'Company798863917484',b'20160428',b'Direct Employer',b'0',b'96',b'20170917',b'994',b'0',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201751',b'2016-04-28',b'1-49',b'unit clerk',b'Transportation/Logistics',b'medinfo',b'AZ',b'Marana',b'Company79886391748419\n'
b'85',b'2018-01-13',b'US',b'Company1365799600879',b'20160920',b'Direct Employer',b'0',b'9',b'20180104',b'3925',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20182',b'2016-09-20',b'150-249',b'director of operations',b'Construction/Engineering',b'management',b'IN',b'Peru',b'Company136579960087985\n'
b'15',b'2017-08-31',b'US',b'Company103079218085',b'20150308',b'none',b'0',b'80',b'20170612',b'517',b'0',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201735',b'2015-03-08',b'1-49',b'buyer/planner',b'Education',b'management',b'TN',b'Pigeon Forge',b'Company10307921808515\n'
b'9',b'2017-12-21',b'US',b'Company652835043910',b'20170216',b'Direct Employer',b'0',b'48',b'20171103',b'3508',b'0',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201751',b'2017-02-16',b'50-149',b'medication aide',b'Job Board (General)',b'medtech',b'IL',b'Lake in the Hills',b'Company6528350439109\n'
b'1',b'2017-08-20',b'US',b'Company1202590864561',b'20170806',b'none',b'37',b'14',b'20170806',b'218',b'0',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201733',b'2017-08-06',b'500-749',b'elementary school teacher',b'Hospitality/Travel',b'education',b'KY',b'Crestview Hills',b'Company12025908645611\n'
b'142',b'2017-09-02',b'US',b'Company1365799603018',b'20130313',b'Direct Employer',b'39',b'5',b'20170828',b'1903',b'1',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201735',b'2013-03-13',b'1000+',b'customer service collections representative',b'Retail/Consumer Products',b'customer',b'TX',b'Rockwall',b'Company1365799603018142\n'
b'72',b'2017-12-15',b'US',b'Company1340029796587',b'20150327',b'Direct Employer',b'0',b'9',b'20171206',b'2676',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201750',b'2015-03-27',b'50-149',b'project assistant',b'Manufacturing',b'admin',b'NY',b'Elizabethtown',b'Company134002979658772\n'
b'1',b'2018-01-25',b'US',b'Company188978567710',b'20171207',b'none',b'39',b'49',b'20171207',b'105',b'2',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20184',b'2017-12-07',b'1000+',b'truck driver',b'Advertising/Marketing',b'driver',b'NA',b'NA',b'Company1889785677101\n'
b'274',b'2017-08-03',b'US',b'Company369367188372',b'20120423',b'Direct Employer',b'40',b'9',b'20170725',b'444',b'2',b'0',b'0',b'0',b'0',b'0',b'10',b'51',b'201731',b'2012-04-23',b'250-499',b'management assistant',b'Automotive',b'admin',b'MA',b'West Bridgewater',b'Company369367188372274\n'
b'80',b'2017-12-16',b'US',b'Company1374389535064',b'20170804',b'none',b'0',b'26',b'20171120',b'2089',b'3',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201750',b'2017-08-04',b'1000+',b'patent agent',b'Other',b'legal',b'PA',b'Olyphant',b'Company137438953506480\n'
b'92',b'2018-01-04',b'US',b'Company919123002228',b'20151201',b'Direct Employer',b'37',b'51',b'20171114',b'1823',b'0',b'0',b'0',b'0',b'0',b'0',b'8',b'43',b'20181',b'2015-12-01',b'150-249',b'professor',b'Health Care/Medical',b'education',b'ME',b'Waterboro',b'Company91912300222892\n'
b'12',b'2017-07-03',b'US',b'Company1219770716695',b'20161020',b'none',b'0',b'73',b'20170421',b'317',b'2',b'0',b'0',b'0',b'0',b'0',b'4',b'27',b'201727',b'2016-10-20',b'150-249',b'senior attorney',b'Retail/Consumer Products',b'legal',b'FL',b'Winter Park',b'Company121977071669512\n'
b'127',b'2017-09-28',b'US',b'Company472446402931',b'20121004',b'Direct Employer',b'0',b'65',b'20170725',b'1467',b'12',b'0',b'0',b'0',b'0',b'1',b'24',b'107',b'201739',b'2012-10-04',b'1-49',b'junior planner',b'Accounting/Consulting',b'admin',b'VA',b'Fairfax',b'Company472446402931127\n'
b'629',b'2017-12-06',b'US',b'Company206158430857',b'20160901',b'Staffing Agency',b'31',b'52',b'20171015',b'949',b'2',b'0',b'0',b'0',b'0',b'0',b'3',b'23',b'201749',b'2016-09-01',b'1-49',b'connections coordinator',b'Construction/Engineering',b'service',b'MA',b'Beverly',b'Company206158430857629\n'
b'1',b'2017-09-13',b'US',b'Company1005022367841',b'20170827',b'Direct Employer',b'0',b'17',b'20170827',b'75',b'5',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201737',b'2017-08-27',b'50-149',b'demand manager',b'Food/Beverage Services',b'management',b'MN',b'Eagan',b'Company10050223678411\n'
b'57',b'2017-11-07',b'US',b'Company1288490189336',b'20160602',b'Staffing Agency',b'0',b'12',b'20171026',b'674',b'1',b'0',b'0',b'0',b'0',b'0',b'6',b'35',b'201745',b'2016-06-02',b'50-149',b'senior leasing specialist',b'Insurance',b'realestate',b'IN',b'New Castle',b'Company128849018933657\n'
b'8581',b'2018-01-05',b'US',b'Company171798691864',b'20120702',b'Staffing Agency',b'38',b'10',b'20171226',b'1418',b'3',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'20181',b'2012-07-02',b'250-499',b'senior risk manager',b'Staffing Firm (General)',b'finance',b'TX',b'Prosper',b'Company1717986918648581\n'
b'70',b'2017-12-01',b'US',b'Company515396076457',b'20150327',b'Direct Employer',b'35',b'64',b'20170928',b'1430',b'4',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201748',b'2015-03-27',b'250-499',b'vehicle technician',b'Food/Beverage Services',b'install',b'MI',b'Detroit',b'Company51539607645770\n'
b'42',b'2017-11-25',b'US',b'Company1219770716234',b'20150603',b'Direct Employer',b'0',b'11',b'20171114',b'574',b'1',b'0',b'0',b'0',b'0',b'0',b'2',b'19',b'201747',b'2015-06-03',b'150-249',b'architectural intern',b'Food/Beverage Services',b'arch',b'FL',b'Nassauville',b'Company121977071623442\n'
b'2',b'2017-12-19',b'US',b'Company704374656396',b'20170918',b'none',b'0',b'11',b'20171208',b'5964',b'0',b'0',b'0',b'0',b'0',b'0',b'5',b'31',b'201751',b'2017-09-18',b'1-49',b'commercial manager',b'Defense/Security',b'management',b'OH',b'Batavia',b'Company7043746563962\n'
b'4',b'2017-08-30',b'US',b'Company1614907716857',b'20170728',b'Direct Employer',b'0',b'11',b'20170819',b'1336',b'6',b'0',b'0',b'0',b'0',b'0',b'7',b'39',b'201735',b'2017-07-28',b'1-49',b'staffing coordinator',b'Staffing Firm (General)',b'admin',b'NV',b'Reno-Stead',b'Company16149077168574\n'
