avgoverallcompanyrating,descriptionLengthChars,clicks,JobCategory
0,3331,23,7
10,2355,31,35
0,806,31,7
0,319,31,55
38,1012,23,28
10,5020,27,13
34,2151,19,14
0,298,31,8
36,70,35,35
0,498,35,5
0,2587,19,24
0,437,239,11
0,1878,43,21
46,3103,39,14
0,226,39,14
0,2478,39,5
0,312,131,14
0,2270,31,15
0,1050,15,48
36,1525,23,14
0,462,43,18
35,4615,19,29
37,1520,19,14
0,598,15,25
0,146,27,14
0,2878,39,40
0,734,47,28
0,2908,39,12
0,573,19,24
0,1774,35,12
40,2279,23,3
0,2009,43,21
30,787,51,40
39,2125,39,27
36,840,35,40
40,4590,71,14
0,161,23,4
0,549,31,41
0,485,19,21
0,3086,31,3
0,2548,39,11
0,2373,43,14
0,3167,27,14
0,1200,19,3
0,1235,19,28
0,846,31,25
0,521,39,30
0,5341,35,9
31,1869,39,12
0,6512,35,8
0,4779,35,12
0,1624,487,25
44,358,23,12
43,479,27,23
25,2339,27,35
35,347,107,4
0,1066,35,1
0,251,83,4
34,649,27,9
0,1399,23,4
0,756,31,14
0,846,31,3
38,1501,35,8
47,1679,39,35
0,1365,19,45
0,1335,27,9
0,260,47,5
0,943,39,34
0,690,23,12
0,1719,35,2
0,191,35,6
0,826,27,9
0,707,131,4
36,1981,27,48
0,7990,35,11
0,883,31,34
35,1426,27,28
0,1825,35,1
0,404,31,38
0,1084,179,10
0,6223,43,5
37,465,39,21
0,1412,43,14
0,868,19,35
0,4199,27,12
0,1978,39,13
0,257,23,37
0,1773,47,5
31,2380,31,14
0,227,23,15
43,4459,31,7
0,1056,23,42
42,998,123,7
0,325,35,4
36,2702,23,9
0,5611,23,14
40,1026,43,40
0,629,223,27
0,1145,43,27
0,1593,23,14
45,695,31,5
0,359,31,36
39,620,47,37
37,1231,39,14
0,1755,27,51
34,6980,35,4
0,420,23,37
0,328,27,27
0,680,27,5
0,5131,23,5
0,1601,27,5
0,2753,35,5
35,571,35,46
0,257,55,48
43,795,23,35
30,635,43,1
50,2499,27,8
0,131,35,10
0,411,103,10
0,922,35,12
0,2469,27,34
0,1619,35,43
40,3157,95,24
0,1328,31,46
0,1978,23,3
0,1027,39,38
0,939,43,45
0,3262,43,28
36,167,23,20
0,195,39,35
0,77,19,14
0,3217,27,59
43,349,39,31
36,1487,31,47
0,664,39,30
32,1521,23,46
37,1930,39,12
0,846,35,10
0,195,31,14
0,328,27,1
42,4652,19,4
37,2107,23,14
0,2485,31,37
0,190,11,4
0,750,31,10
27,5840,27,4
0,1535,23,7
0,1042,27,3
0,621,47,11
0,110,23,13
0,1586,23,32
0,1762,27,23
0,614,35,27
0,863,31,14
0,587,31,37
17,984,163,14
0,504,39,8
0,1906,43,14
0,3918,19,41
36,4239,31,7
36,2618,27,43
29,708,27,4
0,4036,19,34
40,1953,27,14
0,1517,15,27
0,374,23,14
0,113,35,1
41,1712,43,41
0,108,31,12
28,277,43,25
0,984,31,52
44,1229,23,7
0,1474,27,9
0,186,31,4
0,1356,51,22
0,667,23,16
45,1013,39,14
0,1889,23,14
0,790,23,22
0,1648,27,27
0,1562,39,27
0,1531,23,8
32,1154,35,12
0,1271,95,7
0,453,15,27
43,992,35,4
34,2082,31,14
0,1828,31,26
0,1596,27,5
37,2504,75,38
0,1120,39,12
0,1409,43,28
50,1884,35,3
0,232,35,15
36,234,75,14
0,314,19,16
0,3156,35,38
0,62,31,44
0,86,59,3
40,4246,39,25
15,483,31,9
0,1172,23,5
0,1844,23,10
0,1902,27,10
0,183,23,27
0,1715,35,29
0,3007,339,32
45,2600,15,15
32,396,23,10
0,263,43,13
0,1871,23,3
0,852,35,10
0,111,79,43
37,3083,23,45
0,1502,51,40
36,1962,27,8
0,605,19,14
0,898,35,34
35,512,43,9
0,2799,19,5
0,482,31,1
0,2288,47,14
0,3350,47,11
0,1058,39,5
27,1855,31,32
39,1423,39,35
0,1795,19,14
0,1378,95,1
0,1122,27,5
33,6119,43,14
0,689,39,14
40,1735,31,27
0,745,31,47
0,1503,27,5
0,1512,23,5
0,3172,47,48
39,5377,43,7
36,652,27,12
42,524,27,4
0,3852,35,13
0,518,23,13
0,1719,31,5
0,813,27,12
0,3830,19,40
26,810,35,1
0,1619,75,43
0,1315,31,7
0,3598,31,22
40,3259,23,27
0,928,39,12
0,1219,23,14
0,867,51,12
34,1209,35,31
35,1166,23,25
0,1105,39,10
0,2077,151,25
0,1312,23,49
34,1848,35,5
50,1794,27,30
38,575,31,37
0,316,31,17
0,1125,39,17
0,2454,27,18
40,2150,27,8
0,4358,19,16
0,1061,43,46
0,746,35,5
0,824,43,33
0,4511,27,7
0,723,27,14
25,1127,63,12
0,4360,27,14
34,1967,19,37
0,3333,23,9
35,3040,31,17
0,743,83,8
38,3612,19,25
0,559,19,12
0,830,23,14
0,2196,95,14
0,1753,75,14
35,3138,19,11
0,2512,27,14
45,2428,31,27
0,262,127,5
30,3115,43,7
0,2274,47,14
0,473,35,6
0,51,23,13
0,1400,35,14
0,1361,39,12
0,482,39,11
29,3026,31,14
0,1570,47,17
0,451,27,7
0,2461,31,26
0,2133,23,37
0,2628,23,2
0,951,31,40
0,1078,31,3
0,780,39,8
0,1470,63,31
40,681,43,11
0,6483,27,21
0,1067,23,25
0,5195,31,37
0,1275,31,11
0,4473,27,8
0,3716,35,2
0,238,35,13
37,408,35,11
0,2528,23,8
33,2685,31,14
0,2971,23,8
0,336,39,32
0,1736,23,3
0,1866,35,5
50,1976,19,5
0,884,35,3
0,1238,39,7
0,792,19,14
0,2808,39,21
0,1495,31,35
30,1878,23,3
0,2685,35,5
0,708,407,45
37,3247,19,20
34,722,15,2
0,830,39,12
0,2058,27,4
0,917,39,2
0,1129,23,2
39,5694,27,41
34,1721,35,14
35,1488,31,43
34,1986,31,3
0,1009,31,38
0,1765,23,14
0,1387,23,27
0,1054,39,27
0,3828,23,23
0,4018,43,21
39,713,15,10
0,2220,27,18
0,5299,31,35
0,2358,35,28
0,3237,31,23
0,2165,35,34
42,298,51,4
38,436,43,5
37,1105,27,41
0,429,35,9
50,357,35,4
0,829,23,36
0,1271,43,3
50,2394,39,12
37,111,35,10
0,1222,27,23
50,393,23,37
0,2378,55,5
0,953,23,8
0,1057,35,17
42,373,35,2
0,1629,31,5
0,2412,31,35
0,568,23,14
0,2010,31,5
0,89,23,9
0,992,23,12
0,728,35,28
0,4139,27,10
36,366,23,36
0,1693,35,56
0,36,35,14
0,2444,31,14
0,1925,203,34
0,1490,11,1
0,203,15,10
34,242,47,27
0,2974,31,13
41,1751,31,9
0,752,23,14
0,3976,23,27
0,362,39,12
0,2132,31,48
38,2994,23,7
38,1920,91,1
0,1060,11,25
0,624,27,37
0,4223,23,1
0,79,47,35
0,4612,27,14
30,1457,27,4
0,434,27,3
36,150,27,14
0,871,15,13
0,1251,15,4
0,3283,19,12
0,490,27,5
31,240,27,9
0,444,23,36
36,1251,63,12
0,790,15,4
50,3160,55,36
0,872,35,35
0,2202,71,37
0,373,23,5
0,634,59,37
37,1204,27,27
0,2548,31,11
0,7252,15,2
0,1487,23,2
30,1573,31,3
0,1803,23,2
0,491,39,48
0,896,35,2
0,2003,135,27
0,2963,23,54
35,549,39,3
0,2777,23,14
0,1397,39,3
0,725,39,13
0,650,27,19
0,1667,27,14
29,2704,27,1
0,403,27,5
0,629,23,5
0,678,43,3
0,2275,55,8
0,3827,111,32
32,2412,47,5
0,397,23,27
42,519,31,2
0,1245,47,2
35,2346,27,23
34,4933,51,27
0,158,19,5
0,3024,23,27
0,1072,23,1
0,497,35,51
0,882,43,4
0,220,23,10
0,970,27,25
0,326,15,13
0,465,23,10
0,1326,31,45
0,2328,15,3
0,1388,15,12
0,1122,31,2
0,945,27,8
0,2010,35,31
0,285,19,4
0,2249,39,14
34,88,31,25
0,1308,31,37
0,1100,31,46
0,1025,23,27
0,433,27,45
0,4471,23,8
0,1906,27,12
40,643,31,12
0,589,39,9
0,47,27,8
0,3418,35,37
0,3798,27,7
0,1345,35,10
33,593,135,27
0,1211,19,2
41,2366,35,9
42,624,31,5
35,1073,35,7
0,505,35,18
0,785,39,24
35,1658,19,17
0,1729,43,4
0,1374,31,7
0,930,67,25
0,2443,31,9
0,4141,19,45
0,2531,43,14
0,1110,35,11
0,1367,31,7
0,1692,31,26
0,605,35,14
0,3685,31,3
0,2841,27,7
37,2521,23,1
0,8248,35,3
0,713,31,9
28,527,83,7
0,478,15,35
0,879,35,44
0,2302,23,27
0,1664,71,41
0,2102,55,1
0,1457,43,2
0,624,35,12
30,1061,35,22
30,2015,23,12
0,801,31,40
0,390,55,2
44,6786,39,31
50,2515,39,14
40,2596,59,12
37,683,35,4
0,3873,27,2
0,306,47,27
0,306,23,10
0,1896,43,27
0,1006,39,32
0,3669,31,4
0,3034,39,51
0,819,19,37
0,1246,31,25
40,2235,27,22
0,612,43,2
38,2031,39,27
0,1745,23,22
0,2670,355,28
0,1261,31,12
0,2801,23,10
0,2634,39,29
0,2159,19,46
0,611,27,12
0,239,47,44
0,744,39,13
36,179,31,1
0,1249,27,3
0,204,39,5
0,4454,27,27
0,895,27,14
0,2122,51,46
43,4459,15,7
36,516,31,5
0,10735,27,27
36,1878,35,41
40,88,35,5
0,494,27,5
0,1479,31,12
0,2930,27,5
0,1825,27,1
0,344,15,43
0,78,27,2
0,2473,43,4
0,761,27,12
28,1330,23,38
0,3666,91,5
0,3724,27,1
0,241,31,49
0,1438,23,1
0,1565,19,40
0,1424,31,5
0,990,31,14
0,1032,23,12
0,2514,35,11
0,792,35,10
37,1892,39,14
0,1612,27,31
0,500,43,10
0,373,35,27
0,6031,47,8
0,947,35,18
48,3826,43,2
35,2200,23,25
0,162,19,12
0,971,19,38
32,2355,35,9
0,2236,23,20
0,1608,47,14
0,133,27,22
0,1472,27,3
42,209,151,1
0,3265,71,47
0,986,39,3
0,1792,31,14
0,616,23,12
0,148,27,50
50,435,23,15
0,2000,31,5
0,399,35,5
0,3917,31,27
0,1087,23,27
0,1269,31,4
33,2057,31,21
0,458,63,47
0,77,27,4
0,1304,35,38
0,1809,31,5
0,1150,23,10
0,182,39,1
0,2577,35,24
0,1231,39,12
30,1683,31,55
0,2727,27,27
0,2871,35,6
0,2442,47,4
0,298,35,23
0,254,43,5
0,2645,39,12
0,1624,27,14
0,3283,31,12
43,672,23,4
0,1729,31,18
35,2304,51,28
0,2774,87,31
0,2358,31,1
0,369,35,36
50,2382,31,35
0,184,27,34
0,775,27,48
0,709,27,2
37,830,23,3
0,1273,27,7
0,3012,35,2
0,865,27,43
40,2105,39,1
0,1457,19,23
0,2842,55,10
0,905,35,17
0,3193,23,16
0,754,59,3
37,2359,31,19
38,1048,31,19
0,2142,31,48
38,2426,31,5
0,2928,27,14
0,1584,35,14
27,2492,35,3
50,327,35,23
0,2293,27,27
0,2639,19,28
0,1145,35,14
0,910,27,5
0,1344,23,43
37,2135,75,2
0,1233,19,27
0,1156,15,7
40,1212,23,7
0,817,27,37
0,694,35,4
0,1518,27,7
37,1796,27,10
0,1782,23,35
0,2009,35,41
0,557,35,14
37,4492,31,46
38,525,47,27
35,1361,35,35
34,2327,27,7
0,4376,31,2
0,512,43,12
0,1992,39,27
0,462,27,51
0,2962,35,3
0,77,27,2
38,942,19,5
43,5612,19,19
0,2097,99,40
0,1029,19,27
32,3446,43,17
0,2328,59,4
34,1896,35,28
34,1721,23,5
0,2666,15,40
0,59,15,5
38,305,51,25
40,2356,35,17
33,494,51,34
48,96,39,10
0,1317,31,37
0,41,43,14
0,1132,43,50
34,2078,35,11
0,1949,23,14
0,48,31,14
0,2026,99,52
40,130,19,14
0,57,27,34
0,4554,39,14
28,98,39,2
42,472,19,11
37,3548,35,55
40,487,27,14
0,1294,23,2
39,2161,31,35
46,679,43,39
0,536,19,14
42,830,27,11
39,4628,31,23
39,2214,51,12
34,1033,23,50
0,2514,39,3
0,1171,23,50
0,2008,31,23
0,1814,35,3
0,1722,79,12
36,659,27,3
0,178,19,27
38,3250,23,5
0,1634,19,5
37,1674,83,19
35,40,27,34
35,2345,47,10
38,552,23,36
0,598,31,24
32,231,23,13
38,2119,27,49
38,322,31,41
34,1903,23,7
0,615,27,52
0,759,23,37
0,1639,35,31
0,648,47,14
0,1452,19,7
0,187,23,16
39,1510,23,12
0,484,27,56
39,3041,31,4
0,2613,19,4
28,111,39,19
0,473,23,12
0,734,35,12
0,2561,27,4
0,1070,11,19
41,3332,19,5
30,797,23,2
32,2252,35,13
0,1711,19,34
33,2204,19,34
0,646,19,5
0,5292,31,4
0,3615,27,12
0,2901,31,14
0,388,43,9
0,900,55,27
34,754,27,3
0,1481,27,50
0,855,31,18
37,2864,31,34
0,505,27,5
0,899,23,1
0,50,27,50
0,7263,35,14
0,279,43,22
0,1231,31,1
0,1885,23,27
0,1900,19,12
0,1398,31,37
0,522,27,27
0,1124,31,4
0,1492,31,9
38,1253,23,37
0,153,23,12
36,1848,39,35
34,2429,27,8
35,597,23,1
40,1428,35,1
0,114,35,30
27,2307,51,14
40,1785,35,3
42,2780,35,14
0,350,43,35
38,1209,35,47
0,587,43,7
0,2091,139,29
0,6197,27,50
0,2770,23,40
35,4388,103,40
38,1905,23,4
0,2141,35,11
0,270,23,10
0,1212,43,46
0,1414,11,24
0,260,51,14
0,3377,35,4
38,1048,15,19
0,1779,43,26
28,2313,23,33
40,287,31,8
0,1678,39,25
42,2310,27,14
0,2112,15,19
0,830,31,11
0,74,27,48
0,382,35,14
0,2576,23,21
0,1335,27,52
0,89,23,8
21,710,51,25
0,1577,35,14
42,3605,31,5
0,357,23,5
0,350,35,47
0,488,27,3
36,2531,23,37
0,870,31,46
0,2879,31,25
0,1510,87,27
0,1270,35,26
0,1691,27,10
0,1061,31,12
0,1552,31,4
37,1558,83,7
0,1429,39,6
0,1145,31,15
0,476,35,19
0,2051,31,15
0,980,31,14
0,4054,43,14
0,468,27,11
36,6643,67,35
15,2694,35,12
0,1441,15,24
33,2067,27,12
0,3675,75,7
0,573,51,14
38,1459,23,37
0,181,23,3
0,66,35,14
0,591,43,2
0,1792,31,2
0,1830,23,8
0,1322,59,19
0,3008,23,4
0,917,23,44
0,817,39,14
36,3416,15,14
0,1906,31,35
0,268,43,47
35,409,31,13
40,3912,23,9
31,1556,27,12
43,2242,31,12
0,644,31,31
0,2295,55,40
40,2012,39,14
0,1833,27,25
33,887,55,14
0,7633,67,11
0,1840,43,2
0,2090,27,41
0,1994,47,2
39,6742,23,2
0,1545,27,10
0,1173,27,14
36,1600,35,9
0,3586,35,39
0,1537,23,33
0,699,35,8
0,2335,43,48
0,2369,23,2
39,699,23,40
39,282,39,14
0,322,31,16
0,3080,55,27
0,1833,35,5
42,604,31,9
0,4084,27,14
0,2807,27,5
0,276,15,11
0,1106,31,14
0,953,31,16
0,2424,19,35
36,1638,35,3
0,3442,23,54
38,1514,39,7
37,923,31,12
31,2018,27,13
0,1020,39,4
0,2127,23,8
0,1017,19,34
0,3215,23,11
37,400,35,24
0,957,43,26
0,818,95,12
0,671,27,7
0,281,27,14
38,3968,23,14
36,4423,19,22
33,1326,35,27
0,2435,31,5
0,354,35,49
0,1214,19,13
27,3505,27,33
34,417,51,48
0,2195,23,14
0,1332,35,54
0,830,43,12
0,630,31,8
33,4382,31,4
45,713,43,21
0,612,35,37
0,3690,39,11
0,998,23,3
37,1619,31,7
0,1162,27,26
39,2124,35,1
35,951,27,1
0,2588,31,25
0,1149,19,37
0,157,11,14
0,373,39,34
0,768,39,43
0,2379,43,3
0,185,35,14
0,3814,31,14
38,574,1331,37
0,3621,35,48
48,922,15,9
0,1369,39,37
38,2495,19,1
0,1819,39,12
0,936,55,7
33,850,27,19
0,1438,39,10
0,636,23,16
0,2589,31,6
0,542,51,14
40,903,43,13
37,2857,47,27
0,3437,35,1
0,2006,35,52
36,6818,35,25
0,202,1211,2
0,860,27,23
0,1942,27,14
50,1461,19,30
0,885,23,3
0,1583,31,11
0,1859,19,2
0,655,23,19
0,3128,19,19
0,1590,31,12
0,431,35,11
0,63,23,10
0,737,75,14
36,1658,23,2
0,1122,35,7
0,95,19,10
40,218,35,15
0,1015,11,5
0,105,55,5
30,1545,35,36
0,1819,35,5
0,4288,139,19
0,318,39,3
20,1571,23,11
40,923,23,1
0,1206,27,14
0,1044,23,5
0,1093,35,14
0,3022,27,14
40,1300,83,51
48,1155,31,37
0,1593,27,33
0,4664,23,34
0,270,31,4
0,4415,39,18
0,1088,35,11
28,4248,27,14
0,965,23,13
31,905,19,11
0,734,27,14
36,302,27,41
40,903,35,4
32,1409,27,8
0,425,27,12
0,1013,31,12
0,692,31,5
0,1995,35,18
0,1035,23,12
0,435,19,36
0,2016,31,40
0,299,147,50
0,3561,23,14
37,867,35,38
49,143,35,4
21,3006,31,4
0,1791,35,9
0,1126,19,5
40,473,23,27
50,1704,27,24
0,852,27,27
0,468,31,14
0,1053,23,16
0,2499,23,11
0,2835,31,28
50,2176,27,14
0,939,23,12
40,2795,35,5
27,3615,43,12
0,681,15,27
0,3132,23,9
0,2089,19,24
10,1546,43,34
0,2820,27,7
38,1356,27,5
0,1515,31,12
0,808,35,17
43,1434,27,48
0,555,47,41
0,212,15,49
0,3391,27,12
0,2625,31,7
44,537,31,9
32,1209,71,23
0,3070,27,18
40,564,27,3
0,939,39,19
0,3622,35,18
0,983,35,38
0,2360,35,50
0,1694,39,10
0,882,35,46
0,1795,39,37
34,1353,31,53
0,1806,27,27
0,1622,31,25
33,1973,31,19
0,1844,23,14
0,644,27,13
40,1164,31,10
50,2459,35,2
0,1999,23,45
0,1919,31,12
0,1087,23,23
16,1047,31,14
0,287,43,28
30,1171,31,5
31,3141,27,22
43,1238,43,25
40,3242,31,23
0,2628,19,14
0,2523,19,12
36,1179,27,14
32,1016,23,5
0,703,19,14
0,166,35,27
36,2866,51,11
0,729,51,38
0,335,31,40
0,375,31,10
0,667,227,41
0,1254,27,22
36,1993,27,2
0,736,19,14
0,1446,35,12
27,2237,31,46
0,1387,27,12
0,4816,19,10
0,163,31,23
50,927,31,19
37,2604,31,2
0,435,23,12
0,664,27,30
0,2275,51,31
0,1803,23,10
0,1249,27,29
0,310,31,15
0,1591,27,17
0,1284,27,3
0,5032,31,4
0,519,79,12
0,201,39,8
0,1943,43,35
0,855,15,41
0,1335,59,9
0,465,27,11
0,1435,63,17
0,2090,43,40
0,802,35,14
0,290,35,13
0,4942,35,3
0,221,27,14
0,1612,31,27
0,2348,43,24
0,3079,31,14
0,7165,43,49
0,450,35,28
0,2588,19,25
0,1084,43,3
0,2997,43,14
40,3211,15,36
0,366,39,55
0,1283,15,13
0,1874,111,10
27,317,27,14
50,1266,19,4
0,662,47,46
25,2077,47,14
0,753,35,18
0,2558,23,9
0,1584,31,37
38,1057,35,33
0,2027,27,14
0,1824,31,12
0,1912,19,11
30,611,19,7
0,2944,39,51
0,1849,43,33
0,1990,23,2
0,1470,43,5
38,1412,39,2
0,3273,27,13
0,1158,23,40
38,1980,23,25
41,1567,27,14
0,1559,39,1
0,1319,23,12
0,254,11,12
0,850,23,5
37,254,43,3
0,1398,39,22
0,738,31,3
0,1353,15,13
37,614,31,14
40,3092,35,5
0,3354,43,36
0,481,39,46
0,154,31,12
0,248,35,20
36,1722,23,22
0,2345,27,12
28,4042,43,1
0,1348,27,8
0,733,131,38
40,1965,239,29
0,735,51,38
0,693,39,2
0,1310,43,37
0,1819,39,14
32,2168,35,31
0,2024,27,48
0,826,23,45
38,1064,19,1
0,546,19,7
0,672,35,12
40,965,27,13
0,164,31,48
0,1198,27,12
0,4849,35,35
0,817,19,32
0,1455,55,3
0,220,35,37
0,522,43,24
0,464,43,19
0,193,31,12
33,1618,47,25
36,1437,39,14
32,1390,19,35
0,156,39,50
42,2945,27,38
0,2161,91,48
0,523,31,46
20,1331,39,7
26,3860,27,14
0,1533,55,48
0,653,27,3
50,1659,27,5
0,1814,19,5
50,319,31,15
0,614,43,5
32,3172,23,5
0,1109,35,10
37,2662,15,35
0,1251,35,31
30,2231,27,48
44,3041,35,14
0,2580,31,5
0,1656,39,24
0,2749,55,15
50,1105,23,17
0,2968,27,31
40,1744,31,27
0,555,19,21
0,875,19,41
0,2167,47,5
0,1878,31,12
0,2593,51,12
0,270,47,6
30,4806,79,34
0,1300,59,18
0,305,27,7
28,1888,31,14
0,551,47,4
0,800,39,43
0,3149,195,25
0,398,35,5
0,3777,55,12
0,1536,35,24
0,3079,31,14
0,1961,19,21
38,1634,23,37
0,1147,35,12
0,832,19,5
0,3615,23,16
0,1999,39,45
0,1333,87,10
0,2905,47,9
0,314,27,3
0,628,39,9
42,200,27,17
0,288,19,9
36,443,31,27
35,1024,31,10
35,762,43,14
0,2551,19,50
25,1186,35,27
0,1787,75,10
40,798,39,14
0,3867,23,11
0,3168,39,7
0,1108,31,14
27,1977,19,5
0,4938,27,12
0,3640,31,22
33,6916,43,9
0,450,39,49
0,106,27,2
34,1854,31,13
0,2000,19,12
0,97,43,27
20,579,39,3
0,1567,19,12
32,5867,35,4
0,3265,39,2
0,741,43,2
0,478,15,3
0,951,35,17
0,3185,31,9
38,330,31,2
0,1226,47,23
0,384,35,52
0,1111,31,14
47,5078,35,21
35,1809,23,13
0,2204,23,8
0,1309,31,2
0,389,23,10
28,2456,91,12
0,269,43,27
0,356,31,10
0,2391,23,5
0,3877,59,7
33,1536,31,25
0,3590,27,35
0,2255,35,37
0,1929,47,8
0,450,43,50
0,1704,27,2
42,2703,31,48
36,1949,35,23
30,2188,23,5
0,3476,23,44
0,183,31,10
0,454,19,24
0,1057,31,14
0,1033,27,2
0,849,31,17
0,837,35,30
0,310,35,14
0,1385,35,14
0,809,27,10
0,1856,199,3
0,2165,31,27
0,57,31,31
40,3400,19,10
0,2493,47,17
31,241,19,25
0,1826,43,14
0,1287,27,9
0,92,31,5
0,2483,35,37
40,320,43,27
0,1607,19,7
0,338,31,17
0,1146,35,13
0,3700,39,15
0,2108,43,4
0,1006,31,15
29,1575,35,10
20,391,39,9
0,1365,19,15
42,3937,31,13
0,528,31,50
0,424,51,20
0,896,39,3
0,501,39,8
10,5922,27,14
43,3224,23,11
40,1182,31,1
0,1564,43,48
0,2984,27,15
33,4203,23,2
44,87,43,19
0,150,151,7
37,1394,131,5
0,616,19,7
47,869,35,27
0,2317,31,10
0,2230,31,45
0,179,43,11
33,2088,15,19
39,4144,27,5
0,823,27,25
0,372,27,37
0,1604,43,18
0,273,35,14
0,970,39,13
0,1099,19,14
0,1137,95,37
0,1046,27,7
0,1018,35,31
0,215,27,27
0,1015,11,12
0,725,31,14
0,678,31,11
0,2329,15,2
0,357,95,5
0,1527,27,15
0,672,51,4
0,303,27,7
0,525,31,5
0,207,107,9
42,1018,35,5
0,2088,27,2
0,998,75,2
0,844,35,46
0,1183,35,14
0,686,23,42
0,2145,31,5
0,837,39,5
0,2219,31,32
30,1605,15,13
0,1895,23,10
0,1995,51,18
0,731,43,5
50,1175,31,8
0,66,31,10
0,593,23,8
0,563,27,8
0,2995,79,8
0,2548,23,14
0,1440,35,24
0,2589,31,23
0,2946,19,12
0,1915,19,8
0,1808,27,12
0,1865,27,48
38,1355,39,12
0,189,19,37
0,848,31,17
0,1188,23,14
0,276,35,3
36,810,35,27
35,2416,31,17
39,2871,55,15
0,355,67,27
39,1145,47,27
10,2000,47,35
0,285,31,22
0,599,27,17
0,325,47,10
0,1412,19,12
0,1641,35,24
0,1238,115,13
0,2401,31,35
0,1027,23,13
37,530,83,13
39,1280,19,7
0,681,111,11
0,962,39,22
0,1576,19,35
0,3171,27,4
0,2456,19,34
32,1936,27,9
41,2243,47,8
0,2692,39,14
35,3051,27,27
0,1917,35,2
0,565,35,15
50,1033,35,11
0,1410,35,45
0,226,47,23
0,1866,83,27
0,3126,23,8
0,2498,19,35
0,2484,23,23
36,3042,27,7
41,1897,31,14
0,405,15,21
0,2165,31,3
0,2221,27,26
0,3006,27,10
32,1040,27,7
0,2529,19,18
37,1181,31,8
0,445,27,33
0,1265,27,46
25,752,43,27
0,631,27,3
0,209,35,14
38,1946,31,14
0,2555,19,27
0,1730,27,9
0,1854,23,2
0,332,27,54
0,3046,43,5
0,595,23,25
0,1222,27,27
0,116,23,14
47,1679,31,35
0,1955,27,27
34,594,35,1
0,285,31,4
40,1598,43,12
0,266,51,31
27,2858,15,14
0,141,27,14
0,771,43,14
39,1066,27,19
38,2699,31,36
0,2984,31,15
33,1754,19,39
39,204,39,4
0,339,35,4
0,1593,31,35
33,3552,31,48
33,1619,23,24
40,1539,23,7
0,868,35,4
0,398,35,19
0,368,23,3
0,1368,35,2
0,1646,87,30
0,290,27,14
39,384,31,37
20,645,47,4
0,1168,23,14
10,2851,27,52
0,244,31,35
30,649,27,33
30,1878,47,3
0,972,79,12
0,2065,183,7
0,572,19,8
36,321,19,7
40,979,23,34
0,1300,35,23
0,335,27,16
38,650,27,4
0,1399,35,37
0,1646,23,8
43,623,39,9
0,948,39,14
0,1992,23,19
50,3638,23,37
43,239,35,31
24,5549,15,37
0,776,19,17
0,1070,27,8
0,925,31,10
0,2081,35,37
0,815,19,22
34,447,19,19
0,50,31,2
32,194,67,43
0,890,27,51
27,1387,23,10
0,1168,31,14
0,1262,31,14
0,922,23,40
0,1584,27,17
0,965,31,18
35,753,31,36
40,5212,19,8
0,367,35,4
0,1569,23,28
0,2613,43,4
0,4609,47,34
0,2306,79,31
0,1438,31,50
0,1224,15,9
0,1138,35,9
0,770,39,7
30,1228,27,25
0,829,39,36
39,1944,23,11
0,431,35,33
0,2358,43,14
0,573,15,5
28,3825,31,12
0,2451,35,14
0,3388,27,5
0,2461,43,27
0,2381,47,45
0,3466,23,25
10,1517,35,41
31,1543,15,3
0,1394,31,1
0,268,47,19
36,1179,35,14
0,863,35,8
0,107,23,16
36,134,31,47
27,6560,51,1
0,124,39,14
0,4046,27,14
0,1561,23,12
0,4395,35,28
22,1967,31,14
39,1472,27,23
50,2814,39,8
0,2038,39,19
0,651,31,1
0,2025,23,14
0,917,35,12
0,2187,39,24
0,5048,31,12
0,1474,39,14
43,1211,27,43
0,1518,23,41
33,2349,39,27
0,1487,23,8
0,1565,31,18
0,627,27,10
0,467,27,45
0,476,39,6
34,2283,99,18
26,2427,91,29
0,1289,47,29
0,301,43,45
0,685,23,13
0,4823,59,25
0,2427,23,5
0,942,23,12
0,2069,35,7
0,1898,35,2
38,1128,31,48
0,2375,27,42
45,2868,303,27
0,403,43,48
48,2312,23,35
0,132,31,14
0,31,43,27
0,3828,31,23
0,4217,27,9
0,347,23,14
0,172,31,3
23,2390,31,18
0,801,31,7
33,705,39,45
0,184,55,34
0,327,31,41
0,1880,31,4
0,764,27,1
0,414,27,31
0,1140,47,25
38,1877,39,5
0,4598,51,33
0,1817,35,15
0,1405,19,4
0,288,39,14
0,3055,43,15
35,2766,43,33
0,3252,31,4
0,1621,39,23
0,3018,215,37
36,672,23,22
0,1444,27,37
34,620,27,2
0,1979,15,45
0,277,27,37
0,350,27,25
0,224,27,12
36,645,23,23
0,3007,51,1
0,2075,23,14
0,2483,31,4
0,1723,39,27
38,1118,31,19
0,213,55,3
0,739,39,28
37,2137,39,12
0,765,27,27
38,624,35,3
0,1931,27,22
24,625,39,27
0,223,27,9
50,1809,31,1
35,2027,27,8
0,583,31,10
0,912,35,23
50,2956,27,1
33,897,47,4
0,628,39,12
0,1140,39,36
35,938,31,22
0,2116,39,27
0,502,39,24
0,3874,27,2
0,1183,35,21
0,2726,35,14
0,2634,31,40
0,897,23,14
36,3029,27,14
0,353,35,2
36,4036,39,25
0,404,39,3
0,1399,19,27
0,2113,15,23
41,1021,23,10
38,5454,31,19
0,491,31,46
0,1032,11,27
0,1657,35,49
0,2226,19,46
0,842,23,1
37,4492,71,46
38,428,35,2
42,519,23,2
